name,age,income,city,has_car
Diana,32,2822.0,Valencia,unknown
Diana,66,-1011.0,Valencia,yes
Bob,25,3039.0,Bilbao,no
Jack,64,4035.0,Barcelona,yes
Bob,30,903.0,Barcelona,unknown
Alice,25,3716.0,Seville,no
Jack,33,282.0,Barcelona,yes
Frank,27,3250.0,Madrid,no
Eve,unknown,2493.0,Madrid,yes
Hank,36,620.0,Seville,yes
Diana,46,2857.0,-,unknown
Bob,46,3421.0,Valencia,yes
Hank,20,2791.0,Madrid,unknown
Bob,26,2968.0,Bilbao,yes
Frank,28,0,Barcelona,no
Jack,29,1011.0,-,unknown
Jack,24,3053.0,Seville,no
Diana,35,3900.0,Barcelona,no
Hank,47,3404.0,Valencia,unknown
Grace,35,910.0,Barcelona,no
Eve,36,1288.0,Bilbao,no
Bob,43,1823.0,Madrid,yes
Diana,47,1226.0,Bilbao,yes
Grace,36,-,Bilbao,yes
Jack,unknown,2815.0,Bilbao,no
Alice,40,1356.0,Bilbao,no
Hank,21,3122.0,Barcelona,no
Ivy,44,2981.0,Valencia,unknown
Jack,67,2061.0,Bilbao,yes
Eve,39,2362.0,Valencia,unknown
Bob,25,940.0,Madrid,yes
Charlie,55,2234.0,Barcelona,yes
Ivy,26,2506.0,Barcelona,no
Ivy,unknown,2635.0,Bilbao,yes
Grace,27,2803.0,Valencia,no
Bob,64,2695.0,Seville,no
Bob,69,2289.0,-,no
Eve,48,2729.0,Barcelona,yes
Frank,50,3302.0,Bilbao,yes
Alice,52,2424.0,Madrid,yes
Grace,unknown,2754.0,Madrid,no
Frank,47,2351.0,Madrid,yes
Alice,69,1983.0,Barcelona,yes
Alice,56,2918.0,Valencia,no
Eve,24,2056.0,Valencia,unknown
Hank,39,2809.0,Barcelona,no
Ivy,68,2523.0,Madrid,yes
Eve,40,2257.0,Seville,no
Charlie,30,2237.0,Madrid,yes
Jack,63,2094.0,Bilbao,yes
Eve,51,1183.0,Zaragoza,yes
Diana,unknown,2806.0,Seville,unknown
Eve,41,2685.0,Seville,no
Alice,26,3180.0,Seville,yes
Diana,39,2075.0,Seville,no
Frank,41,4016.0,Zaragoza,unknown
Jack,66,2196.0,-,yes
Hank,35,1800.0,Valencia,no
Hank,unknown,1705.0,Seville,yes
Frank,41,1113.0,Bilbao,yes
Bob,69,3726.0,Madrid,no
Diana,44,3597.0,Valencia,yes
Jack,unknown,2981.0,Seville,no
Alice,53,1783.0,Seville,yes
Ivy,52,3949.0,Valencia,no
Grace,34,2219.0,Barcelona,no
Charlie,68,-,Barcelona,no
Hank,49,3650.0,Seville,no
Ivy,22,3027.0,Zaragoza,no
Alice,40,4261.0,Bilbao,yes
Bob,66,2699.0,Barcelona,yes
Grace,39,2182.0,Barcelona,no
Jack,48,2011.0,Bilbao,no
Alice,50,1022.0,Bilbao,yes
Grace,55,2277.0,Valencia,unknown
Bob,63,3416.0,Valencia,yes
Grace,27,2979.0,Madrid,yes
Grace,45,2516.0,Bilbao,unknown
Alice,46,1704.0,Seville,no
Grace,27,2681.0,Valencia,no
Ivy,53,3310.0,Zaragoza,yes
Ivy,25,2845.0,Seville,yes
Alice,42,2633.0,Zaragoza,no
Charlie,36,1862.0,Valencia,yes
Charlie,27,3194.0,Valencia,no
Eve,61,-6.0,Zaragoza,yes
Bob,32,2806.0,-,yes
Ivy,32,4556.0,-,yes
Hank,62,1293.0,Bilbao,yes
Ivy,63,2307.0,Valencia,yes
Bob,21,2494.0,Barcelona,no
Alice,33,2130.0,Valencia,no
Jack,55,3329.0,Zaragoza,yes
Charlie,58,2878.0,Valencia,no
Grace,69,2622.0,Bilbao,yes
Jack,47,3138.0,Zaragoza,yes
Alice,20,2513.0,-,no
Alice,63,5044.0,Zaragoza,no
Alice,28,2621.0,Seville,no
Bob,26,-,Valencia,yes
Alice,53,1132.0,-,yes
Ivy,50,2065.0,Barcelona,no
Grace,22,3418.0,Barcelona,no
Jack,28,1432.0,-,no
Ivy,49,774.0,Seville,unknown
Jack,32,2526.0,Valencia,yes
Charlie,54,3597.0,Madrid,no
Charlie,40,2534.0,Valencia,no
Ivy,49,2231.0,Zaragoza,yes
Charlie,43,1013.0,Seville,yes
Alice,38,2862.0,Valencia,no
Grace,37,3029.0,Seville,yes
Ivy,54,1075.0,Bilbao,no
Jack,45,3408.0,Zaragoza,no
Jack,49,3113.0,Valencia,no
Bob,48,3406.0,Seville,no
Hank,30,2967.0,Barcelona,no
Ivy,65,3023.0,Valencia,no
Grace,48,2917.0,Barcelona,no
Ivy,55,3195.0,Valencia,yes
Ivy,64,1045.0,Seville,unknown
Eve,66,1299.0,Barcelona,yes
Alice,53,1911.0,Barcelona,yes
Eve,59,2396.0,Madrid,no
Charlie,43,2811.0,Madrid,yes
Bob,56,2760.0,Seville,yes
Bob,36,3394.0,Barcelona,yes
Grace,55,3419.0,Madrid,no
Frank,24,1802.0,-,no
Frank,65,2691.0,Barcelona,yes
Hank,32,1822.0,Bilbao,no
Frank,52,2349.0,Seville,yes
Grace,20,2757.0,Seville,unknown
Alice,27,-227.0,Seville,yes
Ivy,69,4429.0,Barcelona,no
Eve,61,2953.0,Bilbao,no
Bob,31,-,Bilbao,no
Ivy,26,4042.0,Barcelona,unknown
Hank,60,-,Bilbao,yes
Alice,69,2606.0,Seville,no
Bob,28,2110.0,Zaragoza,yes
Alice,53,3822.0,Bilbao,no
Charlie,34,2416.0,Madrid,yes
Alice,57,2620.0,Bilbao,yes
Hank,40,3463.0,-,yes
Frank,26,2968.0,Bilbao,yes
Jack,36,2457.0,Madrid,unknown
Hank,46,3388.0,Bilbao,no
Grace,59,4531.0,Seville,yes
Frank,21,2754.0,Barcelona,no
Alice,67,2593.0,Bilbao,no
Alice,52,2637.0,Seville,yes
Grace,63,3548.0,Bilbao,yes
Alice,66,2021.0,Seville,no
Alice,27,2277.0,Barcelona,yes
Charlie,24,1270.0,-,no
Ivy,58,1553.0,Seville,yes
Eve,29,2086.0,Valencia,yes
Hank,27,2455.0,Valencia,no
Eve,43,3915.0,Madrid,no
Bob,65,2929.0,Seville,unknown
Diana,59,1770.0,Valencia,yes
Alice,45,1918.0,Zaragoza,no
Hank,29,-,-,unknown
Bob,36,3401.0,Bilbao,no
Diana,54,-,Barcelona,unknown
Jack,27,2146.0,Seville,unknown
Frank,46,3400.0,Madrid,no
Eve,20,1705.0,Bilbao,unknown
Frank,36,2814.0,Valencia,no
Hank,32,-,Zaragoza,no
Charlie,54,2664.0,Valencia,unknown
Grace,65,1880.0,Barcelona,no
Ivy,27,2828.0,-,yes
Frank,59,2124.0,Valencia,yes
Eve,52,1385.0,Bilbao,yes
Bob,68,-,Zaragoza,no
Charlie,65,3394.0,Valencia,yes
Jack,25,2251.0,Valencia,yes
Frank,57,2198.0,Seville,no
Diana,49,1731.0,Bilbao,yes
Eve,25,2380.0,-,unknown
Frank,32,2050.0,Barcelona,no
Frank,66,1691.0,Bilbao,yes
Grace,47,4014.0,Barcelona,yes
Charlie,36,2873.0,Seville,no
Grace,36,2958.0,Bilbao,no
Eve,61,-,Bilbao,no
Jack,34,3117.0,Valencia,yes
Bob,27,2170.0,Valencia,unknown
Bob,48,2718.0,Barcelona,no
Eve,69,2285.0,Madrid,no
Frank,29,2851.0,Valencia,yes
Grace,32,2773.0,Bilbao,unknown
Eve,43,2194.0,Valencia,no
Jack,29,1437.0,Barcelona,yes
Eve,52,-,Bilbao,unknown
Bob,32,2337.0,Barcelona,no
Bob,26,988.0,Barcelona,no
Jack,33,2906.0,Zaragoza,no
Bob,66,3272.0,Madrid,yes
Jack,66,4523.0,Valencia,no
Charlie,45,2187.0,Seville,yes
Alice,40,2069.0,Barcelona,no
Diana,60,1612.0,Barcelona,yes
Grace,29,2667.0,Barcelona,yes
Eve,52,2662.0,Barcelona,unknown
Hank,unknown,1851.0,Bilbao,yes
Grace,55,2360.0,Valencia,no
Eve,30,0,Valencia,yes
Grace,55,3241.0,Valencia,yes
Jack,50,1883.0,-,yes
Eve,63,2472.0,Madrid,yes
Bob,28,-,Bilbao,no
Eve,50,2034.0,Barcelona,yes
Ivy,61,2276.0,-,no
Charlie,33,2491.0,Barcelona,no
Jack,57,2884.0,Madrid,yes
Frank,24,3651.0,Valencia,yes
Grace,55,3086.0,Barcelona,yes
Diana,50,-,Bilbao,yes
Jack,29,3657.0,Seville,yes
Alice,23,2956.0,Seville,no
Charlie,57,2471.0,Barcelona,no
Eve,32,3307.0,Seville,no
Eve,44,3358.0,Barcelona,no
Eve,23,3019.0,-,no
Bob,68,1336.0,Bilbao,yes
Charlie,47,1827.0,Seville,yes
Alice,66,2280.0,Bilbao,no
Frank,28,3124.0,Seville,yes
Diana,30,-,Seville,yes
Frank,50,3409.0,Barcelona,unknown
Frank,50,3552.0,Seville,yes
Hank,59,3459.0,Valencia,yes
Frank,66,3464.0,Madrid,unknown
Grace,61,0,Bilbao,yes
Frank,27,2886.0,Madrid,yes
Grace,35,2014.0,Seville,yes
Grace,65,1181.0,Madrid,yes
Diana,47,-,Valencia,unknown
Charlie,63,-,Bilbao,no
Hank,48,2869.0,Madrid,no
Diana,22,4114.0,Seville,yes
Frank,43,2642.0,Seville,yes
Bob,61,4458.0,Bilbao,no
Eve,unknown,2642.0,Madrid,yes
Frank,26,2518.0,Bilbao,yes
Grace,30,1476.0,Valencia,no
Frank,62,3388.0,Valencia,no
Diana,68,2098.0,Valencia,unknown
Jack,57,1982.0,Valencia,no
Frank,24,3525.0,Valencia,no
Ivy,50,3427.0,Madrid,no
Hank,61,3406.0,Valencia,unknown
Frank,52,2210.0,Seville,yes
Ivy,49,2459.0,Valencia,yes
Bob,43,2452.0,Madrid,yes
Jack,32,3126.0,Valencia,unknown
Ivy,34,3743.0,Valencia,unknown
Frank,57,2795.0,Seville,no
Hank,unknown,4080.0,Zaragoza,yes
Frank,24,3218.0,Seville,unknown
Charlie,39,2312.0,Seville,yes
Hank,58,3163.0,Madrid,yes
Charlie,52,3865.0,-,no
Diana,49,4099.0,Barcelona,no
Frank,46,3450.0,Barcelona,no
Ivy,25,2521.0,Barcelona,yes
Diana,36,-,Madrid,yes
Eve,unknown,2961.0,Bilbao,no
Alice,57,3839.0,Barcelona,yes
Bob,57,2847.0,Barcelona,no
Alice,32,2864.0,Barcelona,yes
Alice,34,2541.0,-,yes
Ivy,35,2238.0,Bilbao,yes
Ivy,64,2370.0,Zaragoza,no
Ivy,44,2608.0,Bilbao,no
Alice,58,3874.0,Zaragoza,yes
Alice,42,2308.0,Valencia,yes
Charlie,54,2542.0,Madrid,unknown
Frank,46,1808.0,Barcelona,no
Diana,33,-,Barcelona,yes
Eve,63,3593.0,Seville,yes
Bob,55,3800.0,Madrid,unknown
Hank,58,-,Madrid,no
Diana,67,2959.0,Seville,yes
Alice,32,2377.0,Madrid,yes
Hank,24,2922.0,Madrid,yes
Jack,49,2751.0,Madrid,yes
Alice,unknown,2547.0,Seville,yes
Eve,41,2610.0,Madrid,yes
Ivy,31,-500,Madrid,yes
Hank,39,2265.0,Barcelona,yes
Ivy,39,2306.0,Bilbao,no
Eve,37,3866.0,Barcelona,no
Diana,57,4668.0,Madrid,no
Hank,49,1537.0,Zaragoza,yes
Bob,43,1492.0,Bilbao,no
Charlie,25,-,Barcelona,unknown
Grace,48,2417.0,Barcelona,unknown
Grace,28,3217.0,Barcelona,yes
Bob,35,2973.0,Seville,yes
Frank,40,2638.0,Barcelona,no
Diana,27,2923.0,Zaragoza,yes
Frank,39,1946.0,Bilbao,yes
Jack,33,2305.0,Seville,yes
Alice,62,2484.0,Madrid,no
Jack,62,1233.0,Bilbao,no
Eve,20,1571.0,Bilbao,yes
Hank,50,1603.0,Bilbao,unknown
Eve,52,3111.0,Madrid,no
Diana,38,2696.0,Seville,yes
Hank,43,2989.0,Bilbao,yes
Grace,59,1028.0,-,yes
Bob,unknown,1313.0,Seville,unknown
Hank,23,3031.0,Valencia,no
Hank,38,277.0,Valencia,no
Diana,32,3480.0,Seville,no
Jack,unknown,1041.0,Zaragoza,yes
Grace,31,3175.0,Seville,unknown
Diana,27,1789.0,Barcelona,unknown
Alice,unknown,3339.0,Madrid,no
Grace,26,5067.0,Seville,no
Charlie,55,681.0,Bilbao,yes
Hank,55,3056.0,Madrid,yes
Frank,50,1053.0,Valencia,yes
Eve,65,2841.0,Zaragoza,no
Bob,20,2335.0,Valencia,no
Hank,35,2604.0,Barcelona,unknown
Bob,29,1771.0,Barcelona,yes
Eve,48,3124.0,Valencia,yes
Ivy,51,1341.0,Madrid,yes
Jack,64,3493.0,Seville,unknown
Jack,38,2173.0,Seville,no
Jack,31,1378.0,Seville,no
Frank,66,3776.0,Seville,no
Charlie,53,2446.0,Madrid,no
Ivy,58,4026.0,Madrid,yes
Ivy,42,3477.0,Madrid,yes
Jack,42,1861.0,Madrid,yes
Grace,39,2432.0,Bilbao,yes
Bob,unknown,2597.0,Madrid,no
Frank,30,3721.0,Seville,yes
Eve,68,2850.0,Madrid,no
Ivy,28,2641.0,Madrid,no
Diana,43,2340.0,Madrid,no
Diana,35,2460.0,Valencia,unknown
Alice,52,3544.0,Seville,yes
Ivy,54,2503.0,Bilbao,no
Hank,65,2184.0,Madrid,yes
Alice,59,2048.0,Seville,no
Eve,32,2057.0,Bilbao,no
Eve,30,1378.0,Barcelona,yes
Eve,unknown,1900.0,Madrid,yes
Jack,44,3699.0,Madrid,no
Bob,24,2335.0,Madrid,no
Diana,61,3064.0,Bilbao,no
Bob,52,517.0,Valencia,yes
Charlie,21,2955.0,Valencia,no
Jack,59,2371.0,Bilbao,no
Jack,50,2115.0,Valencia,yes
Alice,50,-,Seville,no
Grace,63,2103.0,Madrid,no
Charlie,44,0,Valencia,no
Bob,43,3238.0,Madrid,yes
Charlie,50,2694.0,Barcelona,yes
Bob,29,2249.0,Barcelona,unknown
Eve,27,1727.0,Seville,no
Jack,unknown,-,Seville,yes
Frank,30,2679.0,Bilbao,unknown
Hank,45,3791.0,Madrid,yes
Eve,33,-,-,no
Alice,31,1394.0,Madrid,yes
Alice,49,2680.0,Bilbao,yes
Charlie,60,2457.0,Bilbao,unknown
Charlie,42,3191.0,Seville,yes
Ivy,26,2985.0,Valencia,no
Ivy,32,111.0,Bilbao,no
Ivy,28,2936.0,Bilbao,yes
Grace,64,1697.0,Madrid,unknown
Frank,35,1363.0,Bilbao,no
Grace,38,2349.0,Madrid,no
Eve,23,2829.0,Valencia,no
Grace,42,1187.0,Seville,yes
Hank,65,3064.0,Bilbao,yes
Hank,40,3111.0,Valencia,yes
Grace,52,2538.0,Barcelona,no
Alice,29,1806.0,Valencia,yes
Hank,27,1716.0,Barcelona,yes
Diana,56,3321.0,Valencia,no
Hank,23,1291.0,Valencia,yes
Frank,42,3352.0,Bilbao,no
Ivy,35,2368.0,Barcelona,no
Diana,20,2423.0,Barcelona,yes
Jack,46,1134.0,Valencia,yes
Ivy,68,2383.0,Madrid,yes
Diana,23,2991.0,Barcelona,no
Eve,60,-,Barcelona,yes
Frank,46,2899.0,Valencia,no
Hank,56,2571.0,Barcelona,no
Grace,24,1985.0,Seville,yes
Ivy,63,3184.0,Bilbao,no
Diana,20,738.0,Seville,unknown
Frank,65,2777.0,Barcelona,yes
Eve,52,3796.0,Madrid,unknown
Jack,36,3652.0,Madrid,yes
Diana,20,2812.0,Seville,no
Frank,50,2259.0,Seville,yes
Bob,24,1991.0,Madrid,no
Ivy,50,2258.0,Barcelona,no
Diana,58,2935.0,Barcelona,unknown
Diana,33,1854.0,Barcelona,unknown
Frank,31,3106.0,-,yes
Eve,31,4207.0,Barcelona,no
Ivy,31,2450.0,Madrid,yes
Frank,25,1424.0,Barcelona,yes
Frank,32,1424.0,Madrid,yes
Bob,52,3121.0,Madrid,unknown
Alice,35,2452.0,Valencia,no
Diana,59,3201.0,Barcelona,yes
Jack,60,0,Madrid,unknown
Jack,58,-,Seville,no
Grace,46,2373.0,Valencia,yes
Grace,35,1914.0,Madrid,no
Diana,66,2179.0,Bilbao,no
Bob,30,1542.0,Barcelona,no
Alice,43,4091.0,-,no
Diana,42,2423.0,Zaragoza,no
Diana,57,3016.0,Valencia,yes
Bob,47,2071.0,Barcelona,no
Charlie,59,1658.0,Bilbao,yes
Alice,65,2313.0,Valencia,yes
Grace,unknown,3381.0,Madrid,yes
Jack,63,2083.0,Seville,no
Grace,28,1804.0,Valencia,yes
Eve,65,2624.0,Bilbao,yes
Eve,28,2899.0,Bilbao,yes
Diana,62,3814.0,Bilbao,unknown
Bob,39,2783.0,Bilbao,yes
Frank,68,-,Seville,yes
Frank,26,3075.0,Valencia,yes
Alice,43,-,-,no
Eve,65,-,-,yes
Charlie,22,1633.0,Bilbao,yes
Bob,33,1434.0,Bilbao,no
Hank,24,3136.0,Seville,no
Frank,36,2732.0,Barcelona,no
Grace,39,2564.0,Bilbao,no
Hank,50,426.0,Madrid,unknown
Jack,32,4144.0,Barcelona,unknown
Ivy,27,1785.0,Valencia,no
Grace,28,4141.0,Seville,no
Ivy,66,1341.0,Seville,no
Eve,unknown,-,Madrid,unknown
Jack,31,738.0,Madrid,yes
Hank,29,2790.0,Barcelona,unknown
Grace,22,1619.0,Barcelona,no
Jack,67,1642.0,Madrid,no
Frank,55,1402.0,Seville,yes
Hank,58,3122.0,Barcelona,yes
Charlie,34,3069.0,Barcelona,no
Jack,52,3950.0,Barcelona,no
Grace,22,1951.0,Valencia,yes
Hank,53,-,Bilbao,no
Eve,48,1469.0,Madrid,yes
Ivy,36,2232.0,Barcelona,no
Alice,55,2085.0,Seville,no
Bob,52,2872.0,Madrid,no
Frank,41,3314.0,Bilbao,yes
Hank,29,3293.0,-,yes
Ivy,21,1826.0,Seville,yes
Eve,66,3299.0,-,no
Grace,34,2465.0,Valencia,unknown
Frank,35,2240.0,Valencia,no
Jack,54,1933.0,Madrid,no
Grace,32,2052.0,Madrid,yes
Eve,38,3894.0,Barcelona,yes
Jack,55,2746.0,Valencia,no
Bob,49,2640.0,Valencia,no
Jack,52,2290.0,Barcelona,yes
Bob,20,4457.0,Seville,no
Charlie,42,3544.0,Barcelona,no
Ivy,43,1923.0,Barcelona,yes
Hank,51,2281.0,Barcelona,yes
Jack,27,2329.0,Seville,no
Hank,27,2617.0,Valencia,yes
Grace,58,1939.0,Bilbao,yes
Diana,53,2851.0,Madrid,no
Alice,60,3662.0,Valencia,unknown
Bob,33,-,-,yes
Charlie,69,1597.0,Madrid,yes
Alice,33,2113.0,Valencia,no
Frank,52,2151.0,Madrid,yes
Hank,28,4099.0,Madrid,no
Jack,unknown,3301.0,Valencia,no
Eve,unknown,3255.0,Madrid,yes
Ivy,60,2289.0,Valencia,no
Jack,36,2271.0,Zaragoza,yes
Ivy,59,1339.0,Barcelona,no
Eve,42,3125.0,Madrid,unknown
Diana,23,2893.0,Bilbao,yes
Jack,29,3529.0,Valencia,yes
Charlie,54,2331.0,Bilbao,no
Eve,29,2387.0,Barcelona,no
Alice,33,2636.0,Seville,yes
Hank,47,3214.0,Zaragoza,yes
Grace,32,1324.0,Madrid,yes
Alice,26,3089.0,Bilbao,no
Charlie,51,-,Seville,yes
Frank,54,1653.0,Bilbao,yes
Frank,56,832.0,Madrid,yes
Ivy,67,-,Valencia,no
Charlie,26,3658.0,Madrid,no
Jack,41,3840.0,-,no
Eve,31,2784.0,Madrid,no
Ivy,65,4070.0,Madrid,no
Charlie,46,2466.0,Bilbao,yes
Alice,24,3263.0,Barcelona,yes
Alice,54,2139.0,Seville,yes
Diana,22,2088.0,Barcelona,yes
Jack,33,1958.0,Seville,unknown
Alice,56,852.0,Barcelona,yes
Diana,45,3530.0,Valencia,no
Bob,58,1987.0,Valencia,yes
Jack,48,1859.0,Barcelona,no
Grace,62,1556.0,Barcelona,yes
Hank,48,2337.0,Madrid,yes
Hank,22,3911.0,Seville,yes
Grace,23,4175.0,Madrid,no
Hank,58,1171.0,Barcelona,no
Alice,21,2216.0,Barcelona,no
Ivy,38,0,Valencia,unknown
Hank,20,3291.0,Seville,no
Hank,35,2729.0,Valencia,unknown
Diana,49,1991.0,Bilbao,yes
Ivy,28,2558.0,Seville,yes
Diana,43,2118.0,Bilbao,yes
Alice,69,3791.0,Seville,no
Jack,23,2938.0,Madrid,no
Charlie,23,3036.0,-,no
Bob,33,366.0,Bilbao,no
Grace,61,2447.0,Seville,yes
Charlie,40,4167.0,Madrid,no
Ivy,51,3561.0,Madrid,no
Eve,unknown,1022.0,Seville,no
Alice,unknown,2249.0,Valencia,yes
Jack,23,1539.0,Seville,yes
Frank,55,3869.0,Valencia,yes
Charlie,27,2695.0,Valencia,no
Grace,62,1886.0,Barcelona,no
Frank,34,2527.0,Madrid,yes
Alice,29,414.0,Madrid,no
Hank,36,1632.0,Bilbao,no
Eve,20,2529.0,Seville,unknown
Grace,28,3177.0,Zaragoza,no
Ivy,49,947.0,Bilbao,no
Grace,35,2195.0,Bilbao,no
Grace,37,3308.0,Valencia,no
Charlie,60,1339.0,Bilbao,yes
Charlie,26,-,Zaragoza,yes
Eve,39,2553.0,Bilbao,unknown
Ivy,29,3872.0,Madrid,no
Frank,44,2316.0,Seville,no
Diana,36,2363.0,Madrid,no
Hank,22,3184.0,Madrid,no
Ivy,23,1439.0,Seville,yes
Jack,62,2323.0,Bilbao,yes
Charlie,22,2135.0,Madrid,yes
Hank,59,2389.0,Madrid,yes
Frank,65,3179.0,Bilbao,yes
Eve,43,2943.0,Madrid,no
Diana,35,1901.0,Madrid,yes
Bob,58,2609.0,Bilbao,no
Charlie,69,3692.0,Bilbao,unknown
Frank,26,1835.0,Valencia,yes
Ivy,68,2616.0,Valencia,no
Ivy,67,-,Barcelona,no
Bob,27,2450.0,Barcelona,unknown
Grace,22,1195.0,Bilbao,no
Alice,55,-,Bilbao,yes
Grace,unknown,1881.0,Barcelona,yes
Diana,50,3321.0,Barcelona,unknown
Eve,unknown,2003.0,Barcelona,yes
Hank,54,2000.0,Madrid,no
Eve,31,3470.0,Barcelona,yes
Ivy,24,3295.0,Madrid,no
Frank,23,2667.0,Bilbao,no
Jack,29,3109.0,Barcelona,yes
Grace,47,2269.0,Seville,yes
Charlie,23,2493.0,Seville,yes
Hank,60,1971.0,Bilbao,no
Eve,50,3223.0,-,no
Frank,34,1945.0,Valencia,yes
Bob,69,-,Madrid,no
Bob,52,2247.0,Bilbao,yes
Frank,53,2516.0,Madrid,no
Bob,28,3107.0,Barcelona,no
Jack,55,2519.0,Madrid,no
Ivy,47,2262.0,Bilbao,no
Hank,69,2476.0,Madrid,yes
Hank,43,3215.0,Valencia,yes
Frank,53,1970.0,Valencia,no
Alice,37,2399.0,Seville,yes
Diana,22,2508.0,Barcelona,yes
Eve,26,3192.0,Bilbao,yes
Jack,63,2420.0,Bilbao,no
Charlie,56,3947.0,Valencia,no
Eve,38,2375.0,Barcelona,unknown
Diana,54,-,Bilbao,yes
Bob,20,2363.0,Bilbao,yes
Bob,21,1447.0,Valencia,yes
Diana,45,1671.0,Barcelona,no
Alice,51,2075.0,Madrid,yes
Alice,66,3409.0,Madrid,unknown
Diana,57,2473.0,Madrid,no
Charlie,32,2112.0,Madrid,no
Frank,60,3481.0,Madrid,no
Alice,44,3741.0,Bilbao,no
Diana,61,3504.0,Bilbao,no
Eve,28,1818.0,Bilbao,yes
Jack,21,2104.0,Seville,no
Grace,22,3951.0,Seville,no
Ivy,69,2693.0,Madrid,no
Diana,24,2286.0,Seville,yes
Eve,66,3075.0,Barcelona,unknown
Eve,56,-,Valencia,unknown
Ivy,27,2043.0,-,no
Jack,63,2676.0,Bilbao,unknown
Jack,27,3241.0,Barcelona,no
Hank,27,1572.0,Bilbao,yes
Frank,48,-,Madrid,no
Frank,34,1608.0,Madrid,yes
Jack,34,1713.0,Madrid,no
Charlie,29,2050.0,Madrid,no
Diana,50,2882.0,Seville,yes
Ivy,21,2242.0,Valencia,yes
Diana,32,1981.0,Madrid,no
Charlie,47,2541.0,-,no
Frank,44,1582.0,Valencia,unknown
Diana,54,0,Valencia,yes
Ivy,30,3405.0,Valencia,no
Jack,52,2437.0,Valencia,yes
Diana,57,2338.0,Valencia,yes
Frank,39,-,Seville,no
Jack,32,877.0,Bilbao,yes
Hank,47,2929.0,Barcelona,no
Charlie,48,4982.0,Valencia,yes
Frank,24,2402.0,Madrid,yes
Grace,48,2405.0,Bilbao,no
Grace,27,3095.0,Barcelona,yes
Alice,48,3816.0,Barcelona,yes
Charlie,66,3280.0,-,yes
Ivy,46,776.0,Seville,yes
Charlie,58,2951.0,Madrid,no
Charlie,35,4558.0,Barcelona,yes
Diana,66,2998.0,Barcelona,no
Bob,60,1576.0,-,no
Bob,65,2725.0,Valencia,no
Diana,57,1475.0,Barcelona,no
Ivy,52,3486.0,Seville,no
Alice,46,1735.0,Valencia,no
Charlie,66,2559.0,Madrid,yes
Alice,62,1814.0,Bilbao,no
Frank,40,2063.0,Madrid,yes
Charlie,24,-,Bilbao,no
Hank,20,2583.0,Bilbao,no
Frank,31,2053.0,Madrid,yes
Hank,23,1584.0,Bilbao,yes
Grace,30,1003.0,Bilbao,yes
Eve,25,1499.0,Seville,yes
Ivy,69,2590.0,Seville,no
Eve,24,3284.0,Madrid,yes
Jack,51,2052.0,Madrid,no
Jack,37,0,Bilbao,no
Frank,28,1926.0,Madrid,yes
Grace,55,-,Barcelona,yes
Charlie,68,1636.0,Valencia,yes
Ivy,59,3293.0,Madrid,no
Grace,68,4178.0,Bilbao,yes
Jack,unknown,1091.0,Bilbao,yes
Charlie,53,2223.0,Bilbao,unknown
Hank,27,3512.0,Madrid,no
Eve,unknown,1342.0,Valencia,yes
Bob,57,2953.0,Bilbao,no
Bob,32,3477.0,Valencia,unknown
Frank,unknown,2563.0,Seville,no
Diana,50,2940.0,Seville,yes
Bob,20,3909.0,Barcelona,no
Eve,60,4059.0,Barcelona,yes
Grace,34,2450.0,Seville,no
Diana,23,2074.0,Madrid,yes
Jack,36,1764.0,Bilbao,no
Hank,61,3282.0,Seville,no
Frank,33,1403.0,Madrid,unknown
Jack,46,2298.0,Seville,no
Eve,60,2582.0,Valencia,yes
Bob,21,2098.0,Barcelona,yes
Alice,57,2724.0,-,no
Jack,34,4552.0,Seville,yes
Jack,54,2403.0,Seville,yes
Hank,29,2152.0,Bilbao,no
Bob,26,-500,Seville,yes
Charlie,59,2692.0,Valencia,yes
Alice,60,3651.0,Barcelona,no
Alice,69,2632.0,Madrid,unknown
Charlie,53,2301.0,Valencia,no
Frank,43,1073.0,Valencia,yes
Alice,29,1204.0,Bilbao,no
Jack,34,1031.0,Valencia,unknown
Eve,52,2803.0,Seville,yes
Charlie,37,1410.0,Bilbao,no
Frank,44,3504.0,-,no
Hank,28,-,Barcelona,no
Diana,41,2305.0,Zaragoza,yes
Alice,31,-500,Bilbao,unknown
Alice,25,2998.0,Madrid,yes
Ivy,26,1856.0,Barcelona,yes
Bob,45,1712.0,Barcelona,yes
Grace,38,3451.0,Seville,no
Diana,24,2784.0,Seville,yes
Hank,45,2312.0,Valencia,no
Alice,28,3013.0,Bilbao,no
Ivy,20,2507.0,Barcelona,yes
Grace,26,-,Valencia,no
Eve,42,1847.0,Bilbao,unknown
Charlie,67,4156.0,-,yes
Jack,32,2036.0,Bilbao,no
Diana,34,3745.0,Barcelona,unknown
Eve,32,2349.0,Madrid,no
Diana,37,3146.0,Barcelona,no
Charlie,55,3087.0,Valencia,no
Eve,36,3417.0,Barcelona,no
Bob,unknown,1828.0,Zaragoza,yes
Alice,64,3361.0,Seville,yes
Charlie,67,3977.0,Valencia,no
Bob,48,2293.0,Barcelona,yes
Eve,55,2528.0,Valencia,yes
Ivy,65,2081.0,Valencia,yes
Bob,59,2223.0,Seville,no
Alice,34,3869.0,Madrid,no
Bob,26,1697.0,Bilbao,yes
